appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,mac,windows,linux,Free to Play,Adventure,Simulation,Sports,Indie,Strategy,Early Access,Casual,Action,Racing,RPG,Single-player,MMO,Includes level editor,VR Support,Controller Support,Online,Multi-Player,co-op,Local
446460,Highland Warriors,2016-03-04,1,United Independent Entertainment GmbH,United Independent Entertainment GmbH,0,0,11,9,0,0,10000,5.59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
446470,New York Taxi Simulator,2016-03-04,1,Little Freedom Factory,United Independent Entertainment GmbH,0,0,15,44,0,0,10000,3.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
446480,New York Bus Simulator,2016-03-04,1,Little Freedom Factory,United Independent Entertainment GmbH,0,0,7,42,0,0,10000,3.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
446490,Rail Cargo Simulator,2016-06-07,1,United Independent Entertainment GmbH,United Independent Entertainment GmbH,0,0,6,39,0,0,10000,3.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
446540,Smash Up: Conquer the bases with your factions,2016-10-12,1,Nomad Games;VooFoo Studios,Asmodee Digital,0,25,102,75,0,0,10000,5.19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
446550,Infinite Mini Golf,2017-07-25,1,Zen Studios,Zen Studios,0,40,47,14,0,0,10000,10.99,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1
446560,Just Dance 2017,2016-10-27,1,Ubisoft Paris;Ubisoft Pune,Ubisoft,0,0,1182,246,0,0,35000,41.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
446570,Grove - VR Browsing Experience,2016-04-12,1,Mure VR,Mure VR,0,0,0,1,0,0,10000,3.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446590,7 Mages,2016-06-23,1,"Napoleon Games, s.r.o.","Napoleon Games, s.r.o.",0,0,61,36,0,0,10000,10.59,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
446600,Magi Trials,2016-11-17,1,Chronofire Arts,Dharker Studio,0,10,63,16,0,0,10000,9.29,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
446610,Bunny Bounce,2017-03-10,1,Straywire,Dharker Studio,0,4,28,17,0,0,10000,4.79,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
446620,Zombie Training Simulator,2016-04-15,1,"Acceleroto, Inc.","Acceleroto, Inc.",0,0,481,50,122,122,150000,14.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
446640,Space Pilgrim Episode IV: Sol,2016-03-04,1,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,0,10,234,26,335,347,150000,0.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
446760,Neighborhorde,2017-06-05,1,Fermenter Games,Fermenter Games,0,14,32,3,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
446770,Skeet: VR Target Shooting,2016-04-05,1,Flatbox Studios,Flatbox Studios LLC,0,14,106,28,0,0,150000,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
446780,AMOK,2016-03-22,1,Artem Bondin,Artem Bondin,0,0,70,98,264,264,75000,0.79,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
446790,Diluvion: Resubmerged,2017-02-02,1,Arachnid Games,Good Shepherd Entertainment,0,15,557,270,0,0,350000,14.99,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
446800,Transport Fever,2016-11-08,1,Urban Games,Good Shepherd Entertainment,0,53,4418,1266,849,858,350000,26.99,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
446810,Blossom Tales: The Sleeping King,2017-03-28,1,"Castle Pixel, LLC.",FDG Entertainment,0,20,112,19,0,0,10000,10.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
446840,Splasher,2017-02-07,1,Splashteam,Dear Villagers,0,47,567,37,22,22,35000,10.99,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
446850,Mindball Play,2018-07-11,1,Interactive Productline Team,Interactive Productline IP AB,0,33,56,10,0,0,10000,11.99,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
446870,Glitchrunners,2016-04-08,1,Torque Studios,Green Man Gaming Publishing,0,30,7,14,0,0,10000,9.99,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
446910,Night Blights,2016-04-15,1,Trapdoor Games;Hot Cross Games,Trapdoor Games,0,27,69,6,0,0,10000,5.19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
446990,The Huntsman: Winter's Curse,2016-04-22,1,Desert Owl Games LLC,Desert Owl Games LLC,0,10,184,64,0,0,75000,0.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
447000,Grimsfield,2016-05-12,1,Adam Wells,Adam Wells,0,0,19,2,0,0,10000,2.99,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447020,Farming Simulator 17,2016-10-24,1,Giants Software,Focus Home Interactive,0,17,11211,1025,4377,6403,750000,15.99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
447040,Watch_Dogs® 2,2016-11-28,1,Ubisoft,Ubisoft,0,0,20905,5366,1231,1342,750000,49.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
447100,XLR,2016-04-05,1,"Metaware Limited, LLC","Metaware Limited, LLC",0,0,8,13,0,0,10000,3.99,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
447120,Where the Water Tastes Like Wine,2018-02-28,1,Dim Bulb Games;Serenity Forge,Good Shepherd Entertainment,0,38,279,50,29,29,10000,14.99,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
447150,APE OUT,2019-02-28,1,Gabe Cuzzillo;Bennett Foddy;Matt Boch,Devolver Digital,0,23,259,21,0,0,10000,10.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
447170,"Destiny's Princess: A War Story, A Love Story",2016-04-05,1,Dogenzaka Lab,Dogenzaka Lab,16,13,130,36,0,0,10000,11.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447180,My Secret Pets!,2016-05-10,1,Dogenzaka Lab,Dogenzaka Lab,16,13,61,30,0,0,10000,11.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447190,Pub Encounter,2016-04-12,1,Dogenzaka Lab,Dogenzaka Lab,16,15,112,17,0,0,10000,13.59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447200,The Men of Yoshiwara: Ohgiya,2016-04-19,1,Dogenzaka Lab,Dogenzaka Lab,16,13,102,13,0,0,10000,11.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447210,Blink,2017-03-10,1,nextReality Games,nextReality Games,0,9,57,2,0,0,10000,4.99,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
447240,Zasa - An AI Story,2016-04-11,1,Rainssong,Rainssong,0,0,110,5,0,0,35000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
447270,IKEA VR Experience,2016-04-04,1,IKEA Communications AB,IKEA Communications AB,0,0,194,70,8,8,350000,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
447290,Redeemer,2017-08-01,1,Sobaka Studio,Good Shepherd Entertainment,0,40,477,132,0,0,35000,10.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
447310,Paper Train Traffic,2016-03-04,1,isTom Games Kft.,isTom Games Kft.,0,15,61,20,0,0,10000,2.09,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
447530,VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,1,Sukeban Games,Ysbryd Games;AGM PLAYISM,0,34,12348,294,746,667,350000,10.99,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447540,Lost Cosmonaut,2016-03-25,1,Charlie Evans,Charlie Evans,0,0,0,2,0,0,10000,4.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
447570,Regeria Hope Episode 1,2016-07-25,1,Golden Game Barn,Golden Game Barn,0,8,278,48,0,0,75000,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447690,Dimensional Intersection,2016-10-05,1,DNV,"Nicalis, Inc.",0,0,26,6,0,0,10000,3.99,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
447780,LostWinds,2016-03-24,1,Frontier Developments,Frontier Developments,0,11,232,42,0,0,35000,6.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447800,LostWinds 2: Winter of the Melodias,2016-03-24,1,Frontier Developments,Frontier Developments,0,15,94,18,0,0,10000,6.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447820,Day of Infamy,2017-03-23,1,New World Interactive,New World Interactive,0,97,14349,3169,3902,7455,750000,11.39,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
447850,The Next Door,2016-03-22,1,Labory,Labory,0,0,340,341,178,270,350000,0.79,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
447860,Maria the Witch,2016-03-01,1,Naps Team,Naps Team,0,29,38,21,0,0,10000,3.99,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
447890,Cat on a Diet,2016-02-29,1,Nawia Games,Forever Entertainment S. A.,0,30,517,95,294,317,150000,3.99,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
447920,Drift (Over) Drive,2017-09-24,1,Retraissance,New Reality Games,0,0,13,11,271,273,150000,0.79,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
447930,LYDIA: SWEET DREAMS,2016-10-03,1,C-DRIVE MEDIA ART,C-DRIVE MEDIA ART,0,0,4,0,0,0,10000,6.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
447940,Brine,2016-05-07,1,BrineTeam,BrineTeam,0,0,106,280,120,238,150000,2.79,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
447950,Bad Caterpillar,2016-10-19,1,Fun Infused Games,Fun Infused Games,0,11,84,7,221,267,35000,1.59,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
447960,XCavalypse,2016-06-06,1,davevillz,davevillz,0,4,31,15,0,0,10000,4.79,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
447970,Envoy,2016-03-17,1,Riviysky,Riviysky,0,0,79,19,243,276,75000,3.99,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
447980,Blast Brawl 2: Bloody Boogaloo,2016-10-25,1,Mind's Eye Games,Mind's Eye Games,0,16,11,0,0,0,10000,10.99,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
447990,Spectrubes,2016-03-25,1,The Light Sword Team,The Light Sword Team,0,8,12,6,0,0,10000,1.59,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
448000,Sparkle ZERO,2016-03-14,1,MMEU,Forever Entertainment S. A.,0,11,151,122,222,335,75000,3.99,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
448010,RePete,2016-03-09,1,Luke Godfrey,Luke Godfrey,0,17,29,3,208,208,10000,1.59,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
448020,Share,2016-05-03,1,HFM Games,HFM Games,0,0,155,47,0,0,35000,0.79,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
448050,Mr Nibbles Forever,2016-04-29,1,Epic Shrimp,Zen Labs,0,14,36,4,0,0,10000,0.79,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
448060,X-17,2016-03-02,1,Panzer Gaming Studios,Panzer Gaming Studios,0,0,9,17,250,260,35000,11.39,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
448070,Red Risk,2016-03-04,1,Microblast Games,Microblast Games,0,19,354,258,227,269,350000,0.79,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1
448080,Fibbage XL,2016-03-24,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",0,10,83,6,0,0,35000,6.99,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
448110,So Long Earth,2016-04-28,1,Ed Farage,Edd Coast,0,60,23,12,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
448140,Night light,2016-07-12,1,Nightmaker,Nightmaker;SimplexGameStudio,0,0,0,4,0,0,10000,3.99,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
448150,Mystica: The Ninth Society,2016-03-06,1,Bread Vision Studios LLC.,Bread Vision Studios LLC.,0,0,29,18,0,0,10000,1.59,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
448160,WOLFLAME,2016-04-21,1,ASTRO PORT,Nyu Media,0,36,45,6,0,0,10000,4.79,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
448170,Last Dream: World Unknown,2017-06-01,1,White Giant RPG Studios,White Giant RPG Studios,0,240,37,9,0,0,10000,6.99,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
448230,AsteroidsHD,2016-03-04,1,NewWorldCoders,NewWorldCoders,0,0,11,14,0,0,10000,0.79,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1
448240,Hybrid Animals,2016-08-29,1,FamishedMammal,Abstract Software Inc.,0,26,196,134,0,0,35000,4.99,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
448250,NUKED KNIGHT,2016-10-19,1,Nuked Games,Siberian Digital,0,8,133,62,232,241,150000,3.19,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
448260,Cubium Dreams,2016-04-29,1,Igrodelsky,Siberian Digital,0,5,114,87,232,264,350000,3.19,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
448280,Job Simulator,2016-04-05,1,Owlchemy Labs,Owlchemy Labs,0,11,1219,189,102,102,350000,15.49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
448290,Nefarious,2017-01-23,1,StarBlade,StarBlade,0,44,280,54,0,0,10000,10.99,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
448300,Logic Missile,2016-04-28,1,Bouchard Industries,Bouchard Industries,0,0,3,1,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
448310,Bitardia Cards: Memes of 2ch,2016-05-19,1,varlamov5264,varlamov5264,0,0,137,48,12,12,75000,0.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
448320,GIBZ,2017-04-07,1,Torrunt,Torrunt,0,75,288,57,0,0,35000,5.59,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
448350,Case #8,2016-03-09,1,Peace,Peace,0,0,112,78,193,204,150000,3.19,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448370,IS Defense,2016-04-19,1,Destructive Creations,Destructive Creations,0,39,1003,63,0,0,35000,4.12,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
448380,Escape: Close Call,2016-03-24,1,Tarboosh Games,Tarboosh Games,0,12,29,3,0,0,10000,4.99,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
448390,Maneki's Curse,2016-10-25,1,N.R. Burnette,N.R. Burnette,0,0,15,10,0,0,10000,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
448400,Hidden Object 6-in-1 bundle,2016-03-16,1,Alawar Entertainment,Alawar Entertainment,0,0,82,17,0,0,35000,8.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
448440,Bizarre Earthquake,2016-05-11,1,Proximity Games,Proximity Games,0,16,218,157,261,304,150000,1.69,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448450,Forever Lost: Episode 1,2019-03-04,1,Glitch Games Ltd,Glitch Games Ltd,0,0,4,0,0,0,35000,2.89,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448470,Bacteria,2016-03-23,1,Sometimes You,Sometimes You,0,6,154,124,344,368,350000,0.79,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
448480,Caravanserail,2016-03-10,1,Jerome Bodin,Jerome Bodin,0,14,27,19,0,0,10000,1.99,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448500,Lil' Walker,2016-04-06,1,Blake Fix,Blake Fix,0,56,27,3,0,0,10000,2.79,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
448510,Overcooked,2016-08-03,1,Ghost Town Games Ltd.,Team17 Digital Ltd,0,12,6653,650,152,91,750000,12.99,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
448520,Deranged Rabbits,2016-07-29,1,Mikko Nykyri,Grove Comp,0,32,35,1,0,0,10000,3.99,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
448530,Square's Route,2016-03-18,1,Black Death Apps Limited,Green Man Gaming Publishing,0,0,40,6,0,0,10000,2.79,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448540,Terror Lab,2016-03-16,1,Nicolas Bernard,Microids Indie,0,0,43,24,0,0,10000,2.79,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448550,Minimal,2016-12-16,1,Gammosaur,Gammosaur,0,23,16,1,0,0,10000,2.09,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
448560,Mind Games,2016-03-04,1,AK Games,RunServer,0,30,104,35,0,0,10000,1.99,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448570,Origin Of Destiny: Crimson Awakening,2016-04-01,1,CloudTheWolf Games,CloudTheWolf Games,0,12,87,32,0,0,75000,0.0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
448580,Dead End Road,2016-07-08,1,DDD Wares,DDD Wares,0,0,134,17,0,0,10000,1.99,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
448610,Draw Rider,2016-03-31,1,17Studio,17Studio,0,0,87,37,284,297,75000,1.69,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1
448620,Rebirth of Island,2016-11-04,1,Yo_Serjio,Yo_Serjio,0,19,58,37,0,0,10000,3.99,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
448630,Rabiez: Epidemic,2016-03-04,1,Sekerin Productions,New Reality Games,0,10,41,69,253,271,350000,1.59,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448650,GEO Master,2016-05-06,1,Anthony KOZAK,exoa,0,0,22,6,0,0,10000,1.99,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
448660,Shake Your Money Simulator 2016,2016-03-28,1,CharlieH,CharlieH;Atriagames,0,10,433,253,238,245,350000,0.79,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448670,Pinball HD Collection,2016-08-03,1,OOO Gameprom,App Business Ventures LLC,0,0,20,16,0,0,10000,14.99,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
448690,Lionessy Story,2017-06-03,1,Maltakreuz;Goodsir,Maltakreuz,0,0,32,20,0,0,10000,3.99,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
448710,VirZOOM Arcade,2016-06-30,1,VirZOOM,VirZOOM,0,21,20,1,0,0,75000,0.0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1
448720,Puzzle Box,2016-04-22,1,BplusGames,OtakuMaker.com,0,30,26,6,0,0,10000,6.99,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
448730,"Imhotep, Pyramid Builder",2016-05-06,1,Game Studio Abraham Stolk Inc.,Game Studio Abraham Stolk Inc.,0,7,8,4,0,0,10000,5.59,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448750,Infinity Saga,2016-02-29,1,ArcticFox223,ArcticFox223,0,0,18,6,0,0,10000,1.99,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
448780,Sixtieth Kilometer,2016-08-25,1,Talentplace,KishMish Games,0,0,1045,318,320,302,350000,0.79,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
448790,Infinity Wings - Scout & Grunt,2016-03-11,1,XiNFiNiTY Games,OtakuMaker SARL,0,25,27,16,204,204,35000,1.99,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
448800,Semispheres,2017-02-14,1,Vivid Helix,Vivid Helix,0,14,46,2,0,0,10000,6.99,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
448810,Torgar's Quest,2016-05-31,1,Tagunda LLC,Tagunda LLC,0,15,8,1,0,0,10000,4.79,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
448820,Planet in the Shadows,2016-04-15,1,Sergey Bobrov,Sergey Bobrov,0,0,15,7,0,0,10000,2.79,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448830,ASMR Universe,2016-03-03,1,Colossal Wreck,Colossal Wreck,0,0,75,23,215,218,35000,1.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448850,Overload,2018-05-31,1,"Revival Productions, LLC","Revival Productions, LLC",0,50,914,39,196,196,35000,23.79,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
448910,Axes and Acres,2016-04-07,1,BrainGoodGames,BrainGoodGames,0,15,69,16,192,192,10000,6.99,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448930,About Elise,2017-09-26,1,Toni Domínguez,Toni Domínguez,0,0,77,24,0,0,35000,0.0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
448940,Envoy 2,2016-06-16,1,Riviysky,Riviysky,0,0,60,78,292,303,35000,0.79,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448960,"I, Hope",2018-02-21,1,Kenny Roy,++Good Games;GameChanger Charity,0,0,24,6,0,0,10000,7.19,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
448980,The Divergent Series: Allegiant VR,2016-03-17,1,Wevr Inc;Big Red Button Entertainment,Summit Entertainment LLC,0,0,61,34,0,0,75000,0.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
449000,Steno Arcade,2016-03-30,1,For All To Play,For All To Play,0,0,126,42,1,1,75000,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
449020,The Bottom of the Well,2016-03-03,1,Red Nettle Studio,Red Nettle Studio,0,12,388,59,0,0,75000,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
449040,Jesus Christ RPG Trilogy,2016-03-18,1,Wholetone Games,Wholetone Games,0,0,1043,201,196,307,150000,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
449050,Rock Paper Scissors Champion,2016-03-02,1,Wholetone Games,Wholetone Games,0,7,227,221,0,0,75000,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
449060,Cellar,2016-03-23,1,Vertical Skull Games,Vertical Skull Games,0,15,113,25,23,23,10000,0.79,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
449070,YEARN Tyrant's Conquest,2018-04-06,1,TripleRam Games,TripleRam Games,0,0,2,7,0,0,10000,7.19,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
449090,Zombie Parking,2016-04-14,1,XPAGAME,XPAGAME,0,35,54,18,0,0,10000,0.79,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
449100,City of the Shroud,2018-08-09,1,Abyssal Arts Ltd.,Abyssal Arts Ltd.,0,19,15,5,0,0,10000,15.49,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1
449120,Nanobots,2016-03-15,1,Diego Rodrigues,Diego Rodrigues,0,8,10,5,259,266,35000,2.89,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
449130,ENGAGE,2018-12-18,1,Immersive VR Education Ltd.,Immersive VR Education Ltd.,0,0,33,8,0,0,75000,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
449140,Istrolid,2016-05-06,1,treeform,treeform,0,0,1899,276,20,31,350000,0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
449150,PataNoir,2016-06-01,1,Simon Christiansen,SiChris Productions,0,19,9,1,0,0,10000,6.99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
